Date,Region,Fuel_Energy_Input_TJ,Net_Electricity_Output_GWh,Water_Use_m3,Ash_Produced_t,Renewable_Share,Auxiliary_Power_Ratio,LTIFR,Noise_Level_dB,Land_Use_m2_per_MWh,Fuel_Type,CO2_Emissions_tCO2,CH4_Emissions_tCO2e,N2O_Emissions_tCO2e,Thermal_Efficiency_pct,Carbon_Intensity_gCO2_per_kWh,Useful_Heat_TJ,CHP_Utilization_pct,Carbon_Cost_EUR_per_MWh,Capacity_Factor_pct
2024-01-01,EU,52483.57076505617,5439.189812887454,3039.7480086517103,592.8217220968086,0.3467539884641109,0.03624074561769746,0.8899863008405067,51.742508365045985,4.46470458309974,Coal,4964945.794374313,49649.45794374313,24824.728971871566,37.308678494144075,912809.8053519882,15745.071229516849,32.878802116928064,73.02478442815905,62.18113082357347
2024-01-02,EU,57615.149282040125,7345.360382650105,4346.299159600888,664.583225789135,0.2287927090088339,0.030823379771832096,2.9247746304049858,74.97327922401266,1.8493564427131046,Coal,5450393.122080996,54503.93122080996,27251.96561040498,45.89606407753696,742018.4767183021,17284.544784612037,33.54141963097991,59.36147813746417,76.49344012922828
2024-01-03,EU,47682.91153593769,4724.798590224974,1943.9185564247568,499.9040465396124,0.3186852397379805,0.047277800745684634,1.2280728504951048,68.35558684167138,1.5579754426081673,Coal,4510803.431299705,45108.03431299705,22554.017156498525,35.671351232148716,954708.0886436094,14304.873460781306,32.752463115436065,76.37664709148875,59.45225205358119
2024-01-04,EU,40433.59877671101,3758.0949194325217,1647.9465853635513,290.1269453458,0.3544329266001361,0.048242799368681435,2.462939903482534,55.990213464750795,3.0569377536544464,Coal,3825018.4442768614,38250.184442768616,19125.092221384308,33.45987962239395,1017807.8324999958,12130.079633013303,32.581822143719855,81.42462659999966,55.766466037323234
2024-01-05,EU,47278.086377374086,5063.341398706419,2328.1943350868123,363.947316227392,0.44806797014767696,0.03260206371941118,2.8722138431333333,78.96896099223679,4.233589392465845,Coal,4472506.971299589,44725.069712995886,22362.534856497943,38.554612948549334,883311.3588671355,14183.425913212226,32.97494057290309,70.66490870937083,64.25768824758221
2024-01-06,EU,51878.49009172836,5043.322240331182,2403.2111836864797,488.5196383003444,0.22283031675000872,0.057369321060486284,1.6003812343490034,53.66114704534336,2.9807076404450807,Coal,4907705.162677502,49077.05162677502,24538.52581338751,34.99680655040597,973109.5751587797,15563.547027518507,32.70041408190977,77.84876601270238,58.328010917343285
2024-01-07,EU,54112.72456051595,4794.39294508095,2325.144084254015,563.7316019795825,0.3045486044738009,0.051868411173731185,0.9621361388138177,79.08753883293676,4.100531293444458,Coal,5119063.743424809,51190.637434248085,25595.318717124042,31.89578175014489,1067718.854516706,16233.817368154783,32.461133648510355,85.41750836133649,53.15963625024149
2024-01-08,EU,40201.64938060112,4655.872105301587,2223.882536660513,415.79506891672213,0.4467968368131156,0.03353970008207678,0.989957156047863,51.35681866731614,2.3013213230530574,Coal,3803076.031404866,38030.76031404866,19015.38015702433,41.69233289997706,816834.2998671179,12060.494814180336,33.21705246759041,65.34674398936944,69.48722149996176
2024-01-09,EU,42607.390048162866,4071.4975912347873,2080.3945811950675,386.8206689104486,0.39452717953147365,0.041237380387495234,1.8567402078956212,54.227726749242876,4.208787923016159,Coal,4030659.098556207,40306.59098556207,20153.295492781035,34.40077895802646,989969.6630629235,12782.21701444886,32.65442356270767,79.19757304503388,57.334631596710764
2024-01-10,EU,55285.61113109458,5315.967501307027,2667.365208160889,620.4899061968804,0.28698749654113603,0.030220884684944094,2.5386535711370852,71.20572031542852,3.9160286721639492,Coal,5230018.813001547,52300.18813001547,26150.094065007735,34.615389998470214,983831.9763459148,16585.683339328374,32.67098332152204,78.70655810767317,57.69231666411703
